SentenceId,Sentiment,Phrase
5430,3,"Alternately hilarious and sad , aggravating and soulful , scathing and joyous ."
5431,4,"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them ."
5432,2,"It briefly flirts with player masochism , but the point of real interest - -- audience sadism -- is evaded completely ."
5433,3,The best film of the year 2002 .
5434,4,A moving and not infrequently breathtaking film .
5435,3,An ambitious ` what if ? '
5436,4,"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time ."
5437,1,overstylized
5438,0,Vulgar is too optimistic a title .
5439,3,Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution .
5440,4,"A refreshingly realistic , affectation-free coming-of-age tale ."
5441,1,What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .
5442,3,"Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation ."
5443,2,"`` The Kid Stays in the Picture '' is a great story , terrifically told by the man who wrote it but this Cliff Notes edition is a cheat ."
5444,3,"You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '"
5445,1,The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` Dungeons and Dragons '' fantasy with modern military weaponry ...
5446,3,"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman ."
5447,4,"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff ."
5448,2,Visually exciting sci-fi film which suffers from a lackluster screenplay .
5449,2,"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made ."
5450,2,Narc can only remind us of brilliant crime dramas without becoming one itself .
5451,0,"The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen ."
5452,1,Kapur weighs down the tale with bogus profundities .
5453,2,"Provides a porthole into that noble , trembling incoherence that defines us all ."
5454,4,One of the greatest films I 've ever seen .
5455,1,By turns numbingly dull-witted and disquietingly creepy .
5456,4,"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter ."
5457,1,"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation ."
5458,2,"It 's not life-affirming -- its vulgar and mean , but I liked it ."
5459,4,"` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '"
5460,4,"To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest ."
5461,0,"Sorority Boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it ."
5462,4,Adaptation is simply brilliant .
5463,3,"I enjoyed the movie in a superficial way , while never sure what its purpose was ."
5464,2,"The sight of the name Bruce Willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind -- maybe too much ."
5465,3,It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
5466,1,Eight Legged Freaks falls flat as a spoof .
5467,3,"While it can be a bit repetitive , overall it 's an entertaining and informative documentary ."
5468,3,"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless ."
5469,3,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl ."
5470,0,"Some writer dude , I think his name was , uh , Michael Zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that I ever saw that was written down were the zeroes on my paycheck ."
5471,2,But this is not a movie about an inhuman monster ; it 's about a very human one .
5472,1,"There 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ."
5473,3,Splendidly illustrates the ability of the human spirit to overcome adversity .
5474,3,"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story ."
5475,2,"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories ."
5476,2,But not a whit more .
5477,1,It 's not a great monster movie .
5478,2,Might best be enjoyed as a daytime soaper .
5479,2,"A drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy ."
5480,1,"Though Tom Shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance ."
5481,4,A must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .
5482,4,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty ."
5483,2,Berling and
5484,2,"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort ."
5485,1,ZigZag might have been richer and more observant if it were less densely plotted .
5486,0,"Despite all the closed-door hanky-panky , the film is essentially juiceless ."
5487,3,"American musical comedy as we know it would n't exist without the precedent of Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway ."
5488,0,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that ."
5489,2,"Kurys never shows why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention ."
5490,1,"Skip this dreck , rent Animal House and go back to the source ."
5491,1,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness ."
5492,2,An overly melodramatic but somewhat insightful French coming-of-age film ...
5493,1,... a rather bland affair .
5494,2,"Only for young children , if them ."
5495,0,"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''"
5496,3,Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .
5497,1,... comes alive only when it switches gears to the sentimental .
5498,2,It may even fall into the category of Films You Love to Hate .
5499,2,Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .
5500,3,"Grant carries the day with impeccable comic timing , raffish charm and piercing intellect ."
5501,4,"Good fun , good action , good acting , good dialogue , good pace , good cinematography ."
5502,2,"There are a few chuckles , but not a single gag sequence that really scores , and the stars seem to be in two different movies ."
5503,2,"For all the complications , it 's all surprisingly predictable ."
5504,3,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here ."
5505,2,"Sometimes entertaining , sometimes indulgent -- but never less than pure wankery ."
5506,3,The difference between Cho and most comics is that her confidence in her material is merited .
5507,3,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for ."
5508,1,"Sandra Bullock and Hugh Grant make a great team , but this predictable romantic comedy should get a pink slip ."
5509,4,The film offers an intriguing what-if premise .
5510,3,"Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars"
5511,0,Very stupid and annoying .
5512,3,"Aside from Rohmer 's bold choices regarding point of view , The Lady and the Duke represents the filmmaker 's lifelong concern with formalist experimentation in cinematic art ."
5513,3,"` If you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '"
5514,0,"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate ."
5515,0,The picture emerges as a surprisingly anemic disappointment .
5516,1,"Though Impostor deviously adopts the guise of a modern motion picture , it too is a bomb ."
5517,1,"` It looks good , Sonny , but you missed the point . '"
5518,0,Crummy .
5519,2,"Essentially , the film is weak on detail and strong on personality"
5520,3,"Cold , nervy and memorable ."
5521,4,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
5522,0,Nothing about this movie works .
5523,2,"If Mr. Zhang 's subject matter is , to some degree at least , quintessentially American , his approach to storytelling might be called Iranian ."
5524,2,"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van ."
5525,3,"It 's sort of in-between , and it works ."
5526,2,"Impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act ."
5527,2,` Tobey Maguire is a poster boy for the geek generation . '
5528,2,"With Freeman and Judd , I 'll at least remember their characters ."
5529,2,A Lifetime movie about men .
5530,4,"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth ."
5531,3,"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for ."
5532,1,Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '
5533,2,"Kenneth Branagh 's energetic sweet-and-sour performance as a curmudgeonly British playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in Los Angeles ."
5534,0,"Just another disjointed , fairly predictable psychological thriller ."
5535,1,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .
5536,4,A remarkable film by Bernard Rose .
5537,3,"With amazing finesse , the film shadows Heidi 's trip back to Vietnam and the city where her mother , Mai Thi Kim , still lives ."
5538,0,"There 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present ."
5539,1,Tedious Norwegian offering which somehow snagged an Oscar nomination .
5540,3,"It looks closely , insightfully at fragile , complex relationships ."
5541,2,Mildly entertaining .
5542,2,Some stunning visuals -- and some staggeringly boring cinema .
5543,0,"From the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` Besotted '' is misbegotten"
5544,3,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .
5545,2,"Ze movie starts out so funny , then she is nothing ."
5546,1,"Instead of trying to bust some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie this bad ."
5547,2,Suffers from a decided lack of creative storytelling .
5548,3,"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing ."
5549,3,"Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates ."
5550,4,"The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy ."
5551,1,I found the movie as divided against itself as the dysfunctional family it portrays .
5552,4,"Between them , De Niro and Murphy make Showtime the most savory and hilarious guilty pleasure of many a recent movie season ."
5553,2,"What ` Dumb and Dumber ' would have been without the vulgarity and with an intelligent , life-affirming script ."
5554,0,A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .
5555,3,"... spiced with humor -LRB- ' I speak fluent flatula , ' advises Denlopp after a rather , er , bubbly exchange with an alien deckhand -RRB- and witty updatings -LRB- Silver 's parrot has been replaced with Morph , a cute alien creature who mimics everyone and everything around -RRB-"
5556,4,This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .
5557,4,What elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .
5558,2,"While not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging ."
5559,2,"While the new film is much more eye-catching than its blood-drenched Stephen Norrington-directed predecessor , the new script by the returning David S. Goyer is much sillier ."
5560,1,"Frankly , it 's pretty stupid ."
5561,3,You 'll know a star when you see one .
5562,1,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .
5563,2,"Yep , it 's `` Waking up in Reno . ''"
5564,2,Vividly conveys the shadow side of the 30-year friendship between two English women .
5565,1,The end result is like cold porridge with only the odd enjoyably chewy lump .
5566,4,"What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion ."
5567,3,-LRB- P -RRB- artnering Murphy with Robert De Niro for the TV-cops comedy Showtime would seem to be surefire casting .
5568,1,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .
5569,1,This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .
5570,1,"Not only does LeBlanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes ."
5571,2,"The climactic events are so well realized that you may forget all about the original conflict , just like the movie does"
5572,0,"A sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices ."
5573,2,"Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles ."
5574,4,It 's a cool event for the whole family .
5575,3,"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough ."
5576,0,"Coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock ."
5577,2,Greengrass -LRB- working from Don Mullan 's script -RRB- forgoes the larger socio-political picture of the situation in Northern Ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .
5578,2,"Lan Yu is certainly a serviceable melodrama , but it does n't even try for the greatness that Happy Together shoots for -LRB- and misses -RRB- ."
5579,3,"And Lee seems just as expectant of an adoring , wide-smiling reception ."
5580,2,"If you 're looking for a tale of Brits behaving badly , watch Snatch again ."
5581,1,The movie is not as terrible as the synergistic impulse that created it .
5582,4,Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . '
5583,1,"A horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness ."
5584,0,"... plays like a badly edited , 91-minute trailer -LRB- and -RRB- the director ca n't seem to get a coherent rhythm going ."
5585,2,"Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task ."
5586,2,You could love Safe Conduct -LRB- Laissez Passer -RRB- for being a subtitled French movie that is 170 minutes long .
5587,4,Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .
5588,1,Borrows from other movies like it in the most ordinary and obvious fashion .
5589,1,"You emerge dazed , confused as to whether you 've seen pornography or documentary ."
5590,3,An average kid-empowerment fantasy with slightly above-average brains .
5591,4,"Ben Kingsley is truly funny , playing a kind of Ghandi gone bad ."
5592,3,"Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil ."
5593,1,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis ."
5594,3,"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ..."
5595,0,Banal and predictable .
5596,0,You expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB- than this cliche pileup .
5597,1,"With flashbulb editing as cover for the absence of narrative continuity , Undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins ."
5598,3,The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .
5599,3,Watching Austin Powers in Goldmember is like binging on cotton candy .
5600,1,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable"
5601,0,Two hours of junk .
5602,2,"A perfectly respectable , perfectly inoffensive , easily forgettable film ."
5603,4,"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters ."
5604,2,So here it is : It 's about a family of sour immortals .
5605,1,"The film falls short on tension , eloquence , spiritual challenge -- things that have made the original New Testament stories so compelling for 20 centuries ."
5606,2,A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .
5607,3,An affectionately goofy satire that 's unafraid to throw elbows when necessary ...
5608,4,"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday ."
5609,1,"When ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre ."
5610,3,"By halfway through this picture I was beginning to hate it , and , of course , feeling guilty for it ... Then , miracle of miracles , the movie does a flip-flop ."
5611,3,... a funny yet dark and seedy clash of cultures and generations .
5612,0,"What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism ."
5613,4,"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships ."
5614,0,It is n't quite one of the worst movies of the year .
5615,3,"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut ."
5616,3,Hard to resist .
5617,0,An almost unbearably morbid love story .
5618,3,"Dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten ."
5619,3,"A pleasing , often-funny comedy ."
5620,1,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination ."
5621,1,Murphy and Wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .
5622,1,It 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .
5623,1,"Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess ."
5624,1,"The abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste -- the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here ."
5625,4,Arguably the best script that Besson has written in years .
5626,4,"It 's a lovely , eerie film that casts an odd , rapt spell ."
5627,0,"Unfortunately , it 's also not very good ."
5628,3,"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way ."
5629,0,The kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .
5630,1,Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .
5631,3,The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .
5632,2,"Dull and mechanical , kinda like a very goofy museum exhibit"
5633,2,You know that ten bucks you 'd spend on a ticket ?
5634,3,"It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pedestal higher ."
5635,1,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance ."
5636,3,A realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .
5637,4,That Storytelling has value can not be denied .
5638,0,"The main characters are simply named The Husband , The Wife and The Kidnapper , emphasizing the disappointingly generic nature of the entire effort ."
5639,4,"Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film ."
5640,3,"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet ."
5641,4,"borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself ."
5642,2,"Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences ."
5643,3,An older cad instructs a younger lad in Zen and the art of getting laid in this prickly indie comedy of manners and misanthropy .
5644,1,"Often demented in a good way , but it is an uneven film for the most part ."
5645,1,"While the ensemble player who gained notice in Guy Ritchie 's Lock , Stock and Two Smoking Barrels and Snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle ."
5646,1,The advantage of a postapocalyptic setting is that it can be made on the cheap .
5647,2,meanders between its powerful moments .
5648,4,"As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world ."
5649,3,"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case ."
5650,4,"The entire cast is first-rate , especially Sorvino ."
5651,3,Walter Hill 's Undisputed is like a 1940s Warner Bros. .
5652,4,... could easily be called the best Korean film of 2002 .
5653,0,"A predictable , manipulative stinker ."
5654,2,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .
5655,3,` Alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .
5656,4,Part of the film 's cheeky charm comes from its vintage schmaltz .
5657,3,"Yes , it 's as good as you remember ."
5658,1,"As the Mediterranean sparkles , ` Swept Away ' sinks ."
5659,0,This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .
5660,4,"... once the true impact of the day unfolds , the power of this movie is undeniable ."
5661,4,"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama ."
5662,4,Nicole Kidman makes it a party worth attending .
5663,2,The Balkans provide the obstacle course for the love of a good woman .
5664,3,"Its story about a young Chinese woman , Ah Na , who has come to New York City to replace past tragedy with the American Dream is one that any art-house moviegoer is likely to find compelling ."
5665,2,"The Ring is worth a look , if you do n't demand much more than a few cheap thrills from your Halloween entertainment ."
5666,0,Make like the title and dodge this one .
5667,1,"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life ."
5668,3,Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .
5669,3,It 's a solid movie about people whose lives are anything but .
5670,3,"Nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit ."
5671,1,The problem with `` XXX '' is that its own action is n't very effective .
5672,2,"There 's a bit of thematic meat on the bones of Queen of the Damned , as its origins in an Anne Rice novel dictate , but generally , it 's a movie that emphasizes style over character and substance ."
5673,3,The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann .
5674,1,"SC2 is an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit , yet it 's geared toward an audience full of masters of both ."
5675,3,Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .
5676,3,"A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . ''"
5677,4,... a triumph of emotionally and narratively complex filmmaking .
5678,4,A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .
5679,4,Fantastic !
5680,3,"Large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride ."
5681,0,It 's uninteresting .
5682,1,Little more than a well-mounted history lesson .
5683,4,"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama ."
5684,3,"Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey"
5685,0,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .
5686,1,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .
5687,3,Hoffman 's performance is authentic to the core of his being .
5688,4,"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious ."
5689,3,Some remarkable achival film about how Shanghai -LRB- of all places -RRB- served Jews who escaped the Holocaust .
5690,3,"In painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the Marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song ."
5691,1,"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out ."
5692,3,"Everything about The Quiet American is good , except its timing ."
5693,3,"This rich , bittersweet Israeli documentary , about the life of song-and-dance-man Pasach ` ke Burstein and his family , transcends ethnic lines ."
5694,4,"Writer\/director David Caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza ."
5696,1,I have to admit that I am baffled by Jason X.
5697,4,"A smart , compelling drama ."
5698,3,Drumline ably captures the complicated relationships in a marching band .
5699,2,"Oh , and Booty Call ."
5700,0,"It is messy , uncouth , incomprehensible , vicious and absurd ."
5701,3,Confessions is without a doubt a memorable directorial debut from King Hunk .
5702,2,Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .
5703,4,Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .
5704,0,New ways of describing badness need to be invented to describe exactly how bad it is .
5705,1,A film that suffers because of its many excesses .
5706,4,Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .
5707,1,-LRB- The film 's -RRB- taste for `` shock humor '' will wear thin on all but those weaned on the comedy of Tom Green and the Farrelly Brothers .
5708,1,"Its screenplay serves as auto-critique , and its clumsiness as its own most damning censure ."
5709,4,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year ."
5710,1,The film is flat .
5711,3,"A fascinating , unnerving examination of the delusions of one unstable man ."
5712,2,Feels as if the inmates have actually taken over the asylum .
5713,3,"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive ."
5714,3,"Watching The Powerpuff Girls Movie , my mind kept returning to one anecdote for comparison : the cartoon in Japan that gave people seizures ."
5715,4,"A funny , triumphant , and moving documentary ."
5716,3,"Just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective ."
5717,2,"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking ."
5718,2,Please .
5719,3,"A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ."
5720,2,"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons with chemistry galore ."
5721,1,"Death to Smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke ."
5722,0,Dripping with cliche and bypassing no opportunity to trivialize the material .
5723,3,"If you 're looking for an intelligent movie in which you can release your pent up anger , ENOUGH is just the ticket you need ."
5724,1,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either ."
5725,4,Not to mention absolutely refreshed .
5726,0,"My precious new Star Wars movie is a lumbering , wheezy drag ..."
5727,1,Boyd 's screenplay -LRB- co-written with Guardian hack Nick Davies -RRB- has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .
5728,2,"Bacon keeps things interesting , but do n't go out of your way to pay full price ."
5729,0,"A horrible , 99-minute stink bomb ."
5730,0,"A laughable -- or rather , unlaughable -- excuse for a film ."
5731,1,A big fat pain .
5732,3,There 's nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action .
5733,3,"Like Mike is n't going to make box office money that makes Michael Jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -LRB- young Bow Wow fans -RRB- - with nothing but net ."
5734,4,By turns very dark and very funny .
5735,3,"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact ."
5736,0,"` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '"
5737,1,"I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama ."
5738,4,Woody Allen has really found his groove these days .
5739,1,A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .
5740,3,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."
5741,2,`` What really happened ? ''
5742,1,"... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror ."
5743,4,`` The best Disney movie since the Lion King ''
5744,0,A devastating indictment of unbridled greed and materalism .
5745,1,The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .
5746,3,"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ."
5747,2,"Overall , it 's a pretty mediocre family film ."
5748,3,"But even while his characters are acting horribly , he is always sympathetic ."
5749,4,"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was ."
5750,4,An engrossing and grim portrait of hookers : what they think of themselves and their clients .
5751,1,"Makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place ."
5752,2,Some motion pictures portray ultimate passion ; others create ultimate thrills .
5753,1,"Yet another genre exercise , Gangster No. 1 is as generic as its title ."
5754,4,"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings ."
5755,0,"An awful lot like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ."
5756,1,"In other words , it 's just another sports drama\/character study ."
5757,3,It 's not too fast and not too slow .
5758,0,Get out your pooper-scoopers .
5759,1,The one not-so-small problem with Expecting is that the entire exercise has no real point .
5760,1,Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .
